level_0,Action,Documentary,Adventure,Comedy,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,Animation,Language,combined_features,title,id,popularity,keywords,index
143143,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign muslim demonstration world war ii imprisonment release from prison hunger strike colony hindu independence british army political negotiations conference nonviolent resistance apartheid british empire protest independence movement strike biography freedom prayer idealism idealist based on true story fighting the system ,Gandhi,783,15.866,muslim demonstration world war ii imprisonment release from prison hunger strike colony hindu independence british army political negotiations conference nonviolent resistance apartheid british empire protest independence movement strike biography freedom prayer idealism idealist based on true story fighting the system ,1920
143180,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English robbery detective diamond airplane inspector police disguise ,Trail of the Pink Panther,9699,13.285,robbery detective diamond airplane inspector police disguise ,1921
143199,,,,,Drama,,,,,,,Romance,,,,,,,English,    Drama       Romance       English rape kidnapping clown surreal pregnancy transformation forest panther alternate dimension alien alien abduction psychic birth toy soldier ,Xtro,25834,11.212,rape kidnapping clown surreal pregnancy transformation forest panther alternate dimension alien alien abduction psychic birth toy soldier ,1922
143209,,,,,,,,,,,,,,,,,,,English,"                  English prison san francisco, california knife partner revenge convict buddy cop tough cop fake fight dysfunctional relationship ",48 Hrs.,150,23.682,"prison san francisco, california knife partner revenge convict buddy cop tough cop fake fight dysfunctional relationship ",1923
143210,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English coma boston, massachusetts court redemption alcoholic courtroom defense attorney pinball machine courtroom drama medical malpractice ",The Verdict,24226,10.808,"coma boston, massachusetts court redemption alcoholic courtroom defense attorney pinball machine courtroom drama medical malpractice ",1924
143217,,,,,,,,,,,Mystery,,,,,,,Animation,Foreign,"          Mystery       Animation Foreign holiday paris, france parent child relationship puberty first time daughter teenage crush train wedding celebration ",The Party 2,171,9.612,"holiday paris, france parent child relationship puberty first time daughter teenage crush train wedding celebration ",1925
143218,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign new york city concentration camp holocaust (shoah) world war ii writer poland 1940s ,Sophie's Choice,15764,11.677,new york city concentration camp holocaust (shoah) world war ii writer poland 1940s ,1926
143236,,,,,,,,,,Music,,,,,,,,,English,         Music         English moon space marine coffee space travel spoof bomb planting aftercreditsstinger anarchic comedy ,Airplane II: The Sequel,2665,18.052,moon space marine coffee space travel spoof bomb planting aftercreditsstinger anarchic comedy ,1927
143237,Action,,,Comedy,,,,,,,,,Science Fiction,,,,,,English,Action   Comedy         Science Fiction      English department store rich kid trophy wife job termination richard pryor ,The Toy,23805,9.418,department store rich kid trophy wife job termination richard pryor ,1928
143273,,,,,,,,,,Music,,,,,,,,,English,         Music         English based on novel or book oklahoma great depression tuberculosis grand ole opry nashville tennessee whorehouse stealing a chicken 1930s ,Honkytonk Man,37917,9.441,based on novel or book oklahoma great depression tuberculosis grand ole opry nashville tennessee whorehouse stealing a chicken 1930s ,1929
143290,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign liberation castle mythical creature mission puppetry fantasy world crystal ,The Dark Crystal,11639,12.669,liberation castle mythical creature mission puppetry fantasy world crystal ,1930
143291,,,,,Drama,,,,Horror,,,,,,Thriller,,,,English,"    Drama    Horror      Thriller    English civil war dwarf journalism embassy photography indonesia falling in love jakarta indonesia java, indonesia 1960s jakarta ",The Year of Living Dangerously,11541,10.632,"civil war dwarf journalism embassy photography indonesia falling in love jakarta indonesia java, indonesia 1960s jakarta ",1931
143300,,,,Comedy,Drama,,,,,,,,,,,,,,English,   Comedy Drama              English prison show business entertainer fbi blackmail public studio receptionist ,The King of Comedy,262,11.37,prison show business entertainer fbi blackmail public studio receptionist ,1932
143335,,,,,,,,,Horror,,Mystery,,,,Thriller,,,,Foreign,,Bingo Bongo,62029,9.14,,1933
143368,,,,Comedy,,,,,,,,,,,,,,Animation,English,   Comedy              Animation English holiday little boy snowman woman director christmas short film ,The Snowman,13396,10.556,holiday little boy snowman woman director christmas short film ,1934
143434,,,,,,,,,,,,,,,,,,Animation,Foreign,                 Animation Foreign god ,Two of a Kind,32644,9.345,god ,1935
144347,,,,,,,,History,,,,,,,Thriller,,,,Foreign,       History       Thriller    Foreign french revolution biography ,Danton,4202,16.588,french revolution biography ,1936
144466,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign prison cia mistake in person fistfight criminal ,Go for It,11616,13.766,prison cia mistake in person fistfight criminal ,1937
144519,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,"   Comedy Drama              Foreign suicide paranoia black market hallucination radio presenter toronto, canada virtual reality dystopia insanity sadomasochism brainwashing cult film pittsburgh, pennsylvania snuff film pirate broadcast ",Videodrome,837,13.452,"suicide paranoia black market hallucination radio presenter toronto, canada virtual reality dystopia insanity sadomasochism brainwashing cult film pittsburgh, pennsylvania snuff film pirate broadcast ",1938
144539,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign vietnam veteran high technology high tech surveillance los angeles, california co-workers relationship helicopter pilot prototype boyfriend girlfriend relationship police surveillance traumatized man ",Blue Thunder,6341,14.836,"vietnam veteran high technology high tech surveillance los angeles, california co-workers relationship helicopter pilot prototype boyfriend girlfriend relationship police surveillance traumatized man ",1939
144586,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign alien based on manga ,Urusei Yatsura: Only You,150023,35.259,alien based on manga ,1940
144632,,,,Comedy,Drama,,,,,,,Romance,,,,,,,English,   Comedy Drama       Romance       English panic concert sequel bear wild animal bodily dismemberment ,Grizzly II: Revenge,38258,11.383,panic concert sequel bear wild animal bodily dismemberment ,1941
144635,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign holiday sea jealousy beach flirt love of one's life girlfriend womanizer divorce old flame marriage problems ,Pauline at the Beach,10293,11.661,holiday sea jealousy beach flirt love of one's life girlfriend womanizer divorce old flame marriage problems ,1942
144652,,,,,Drama,,,,,,,,,,,,,,Foreign,,Amagi Pass,208855,10.333,,1943
144663,,,,,,,,,,,,,,,,,,,English,                  English seduction ,Lesbian Schoolgirls and the Pleasure of Perverting,348697,12.093,seduction ,1944
144760,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign tutor older woman younger man relationship ,My Tutor,2193,13.331,tutor older woman younger man relationship ,1945
144761,,,,Comedy,,Family,,,,,,,,,,,,Animation,English,,Fearless Hyena 2,18741,12.863,,1946
144814,,,,,,,,,Horror,,,,,,,,,,English,"        Horror          English detective villain victim police vigilante revenge murder stalking serial killer los angeles, california criminal killer guilt vigilante justice ",10 to Midnight,18587,9.723,"detective villain victim police vigilante revenge murder stalking serial killer los angeles, california criminal killer guilt vigilante justice ",1947
144835,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English anime ,Doraemon: Nobita and the Castle of the Undersea Devil,147576,12.158,anime ,1948
144855,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign diving dolphin florida sequel scuba diving creature swimming shark great white shark killer shark giant animal theme park water skiing boat trouble sea world orlando florida ,Jaws 3-D,17692,21.49,diving dolphin florida sequel scuba diving creature swimming shark great white shark killer shark giant animal theme park water skiing boat trouble sea world orlando florida ,1949
144918,,,,,,,,,Horror,,,,,,,,,,English,"        Horror          English street gang based on novel or book children's home coming of age gang juvenile delinquent tulsa, oklahoma based on young adult novel ",The Outsiders,227,19.09,"street gang based on novel or book children's home coming of age gang juvenile delinquent tulsa, oklahoma based on young adult novel ",1950
144924,,,,Comedy,,,,,,,,Romance,,,,,,,Foreign,   Comedy        Romance       Foreign alcohol nightmare spider vision lgbt catholicism nederlands ,The 4th Man,29140,9.324,alcohol nightmare spider vision lgbt catholicism nederlands ,1951
144935,,,,,Drama,,,,,,,,,,Thriller,,,,Foreign,    Drama          Thriller    Foreign prison irish-american juvenile prison ,Bad Boys,13633,12.71,prison irish-american juvenile prison ,1952
144943,,,,Comedy,Drama,,,,,,,Romance,,,,,,,Foreign,   Comedy Drama       Romance       Foreign fire telekinesis rotoscoping adult animation warrior ,Fire and Ice,15035,13.749,fire telekinesis rotoscoping adult animation warrior ,1953
144967,,,,,Drama,,,,,,,,,,Thriller,,,,Foreign,    Drama          Thriller    Foreign sense of life comedian satire sketch cult film monty python aftercreditsstinger duringcreditsstinger vignette the meaning of life anarchic comedy ,The Meaning of Life,4543,10.061,sense of life comedian satire sketch cult film monty python aftercreditsstinger duringcreditsstinger vignette the meaning of life anarchic comedy ,1954
145047,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English dystopia ,The Last Battle,19184,9.729,dystopia ,1955
145050,,,,,Drama,,,,,,,,,,,,,,Foreign,,Sexo Animal,450873,40.681,,1956
145059,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign alcohol punk rock love friends drugs woman director trendy shallow ,Valley Girl,19053,10.093,alcohol punk rock love friends drugs woman director trendy shallow ,1957
145089,,,,,,,,,,,,,,,,,,,English,                  English dancing dance locksmith ,Flashdance,535,13.919,dancing dance locksmith ,1958
145102,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign martial arts kung fu showdown parent child relationship texas fbi wheelchair fistfight texas ranger gun battle drugs cowboy killing a dog action hero ,Lone Wolf McQuade,14854,12.677,martial arts kung fu showdown parent child relationship texas fbi wheelchair fistfight texas ranger gun battle drugs cowboy killing a dog action hero ,1959
145108,,,,,,,,,,Music,,Romance,,,,,,,English,         Music  Romance       English rape bondage softcore pink film erotic movie sexual perversion caged woman ,Woman with Pierced Nipples,185605,14.508,rape bondage softcore pink film erotic movie sexual perversion caged woman ,1960
145195,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,   Comedy Drama              Foreign new york city immortality premature aging research laboratory animal research ,The Hunger,11654,11.366,new york city immortality premature aging research laboratory animal research ,1961
145197,,,,,Drama,,,,,,,,,,Thriller,,,,Foreign,,The Ballad of Narayama,42113,9.961,,1962
145302,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign anthropomorphism animate car smart car overprotective parent inanimate objects coming to life ,Christine,8769,30.622,anthropomorphism animate car smart car overprotective parent inanimate objects coming to life ,1963
145305,,,,,Drama,,,,,,,,,TV Movie,,,,,Foreign,    Drama         TV Movie     Foreign abandoned house murder summer sensuality rape and revenge ,One Deadly Summer,9041,10.784,abandoned house murder summer sensuality rape and revenge ,1964
145323,Action,,,,,,,,,,,,,,Thriller,,,,Foreign,"Action              Thriller    Foreign mexico eroticism quickie suspicion of murder motel seduction final exam police los angeles, california extramarital affair ",Breathless,1058,13.386,"mexico eroticism quickie suspicion of murder motel seduction final exam police los angeles, california extramarital affair ",1965
145360,,,,,,,,,,,,,,,,,,,English,                  English money atm cash forgery ,L'Argent,42112,9.89,money atm cash forgery ,1966
145400,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign sibling relationship rebel spacecraft emperor space battle matter of life and death death star jabba the hutt ewoks space opera ,Return of the Jedi,1892,37.057,sibling relationship rebel spacecraft emperor space battle matter of life and death death star jabba the hutt ewoks space opera ,1967
145411,Action,,,,,,,,,,,,,,,,,,Foreign,Action                  Foreign sadism women's prison sexploitation lesbian sex rape and revenge ,Chained Heat,18406,14.054,sadism women's prison sexploitation lesbian sex rape and revenge ,1968
145466,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign video game artificial intelligence fbi cold war hacker prosecution norad government computer nuclear threat ,WarGames,860,14.721,video game artificial intelligence fbi cold war hacker prosecution norad government computer nuclear threat ,1969
145469,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign motel psychopath sequel revenge murder voyeur mother son relationship ,Psycho II,10576,15.738,motel psychopath sequel revenge murder voyeur mother son relationship ,1970
145480,,,,,,,,,Horror,,,,,,Thriller,,,,English,        Horror      Thriller    English circus atomic bomb eastern block octopus crocodile secret intelligence service kgb snake charmer hot air balloon east berlin british secret service ,Octopussy,700,28.63,circus atomic bomb eastern block octopus crocodile secret intelligence service kgb snake charmer hot air balloon east berlin british secret service ,1971
145498,,,,,,,,,,,,,,,,,,,English,"                  English philadelphia, pennsylvania christmas party christmas tree rags to riches broker beggar wager fish out of water millionaire commodities investor big shot hoodlum wrongful arrest gorilla costume christmas riches to rags santa claus costume ",Trading Places,1621,27.499,"philadelphia, pennsylvania christmas party christmas tree rags to riches broker beggar wager fish out of water millionaire commodities investor big shot hoodlum wrongful arrest gorilla costume christmas riches to rags santa claus costume ",1972
145566,,Documentary,,Comedy,Drama,,,,,,,,,,,,,,English, Documentary  Comedy Drama              English hairdresser literature professor based on play or musical university alcoholic ,Educating Rita,38291,9.454,hairdresser literature professor based on play or musical university alcoholic ,1973
145574,,,,,,,,,,,,,,,,,,,English,                  English saving the world super computer identity crisis loss of powers sequel superhero based on comic hacking super power bowling alley superhuman strength ,Superman III,9531,22.027,saving the world super computer identity crisis loss of powers sequel superhero based on comic hacking super power bowling alley superhuman strength ,1974
145626,,,,,,,,,,,,,,,Thriller,,,,Foreign,              Thriller    Foreign nazi anthology remake zone ,Twilight Zone: The Movie,15301,14.358,nazi anthology remake zone ,1975
145628,,,,,,,,,,,,,,,,,,,English,                  English ku klux klan lust religious fanaticism teaching misadventure duringcreditsstinger ,Porky's II: The Next Day,19698,11.386,ku klux klan lust religious fanaticism teaching misadventure duringcreditsstinger ,1976
145629,,,,,,,,,,Music,,,,,,,,,Foreign,         Music         Foreign pink film erotic movie ,Sailor Uniform: Lily Lovers,348950,9.322,pink film erotic movie ,1977
145648,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign cult bikini friends school drag voyeur ,Private School,18835,14.992,cult bikini friends school drag voyeur ,1978
145657,,,,,,,,,,,,,,,,,,,English,,The House of Lost Women,329881,9.107,,1979
145742,,,,,Drama,,,,,,,Romance,,,,,,,English,    Drama       Romance       English dancing master nightclub career disco broadway ,Staying Alive,10805,14.542,dancing master nightclub career disco broadway ,1980
145771,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English paris, france great depression celebrity mockumentary chameleon psychiatrist newsreel footage electroconvulsive therapy 1920s 1930s ",Zelig,11030,9.06,"paris, france great depression celebrity mockumentary chameleon psychiatrist newsreel footage electroconvulsive therapy 1920s 1930s ",1981
145801,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English world war ii hiroshima, japan based on comic based on manga bombing adult animation radiation sickness anime children in wartime ",Barefoot Gen,14087,13.491,"world war ii hiroshima, japan based on comic based on manga bombing adult animation radiation sickness anime children in wartime ",1982
145807,,Documentary,,,,,,,,,,,,,,,,,English," Documentary                 English housewife stay-at-home dad detroit, michigan ",Mr. Mom,13105,11.857,"housewife stay-at-home dad detroit, michigan ",1983
145813,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign older woman seduces younger guy college student ,Class,21500,14.892,older woman seduces younger guy college student ,1984
145814,,,,,,,,,,,,,,,,,,,English,                  English new york city cyborg martial arts post-apocalyptic future dystopia murder ,2019: After the Fall of New York,23807,10.022,new york city cyborg martial arts post-apocalyptic future dystopia murder ,1985
145841,Action,,,Comedy,,,,,,,,,,,,,,,English,Action   Comedy               English relatives road trip domestic life family vacation family holiday theme park duringcreditsstinger ,National Lampoon's Vacation,11153,29.696,relatives road trip domestic life family vacation family holiday theme park duringcreditsstinger ,1986
145898,,,,,,,,,,,,Romance,,,,,,,English,"           Romance       English judge husband wife relationship hitman secret society mission of murder right and justice serial killer los angeles, california miscarriage of justice crime wave ",The Star Chamber,12633,13.787,"judge husband wife relationship hitman secret society mission of murder right and justice serial killer los angeles, california miscarriage of justice crime wave ",1987
145899,,,,,Drama,,,,,,,,,,,,,,English,    Drama              English brothel high school ,Risky Business,9346,15.352,brothel high school ,1988
145900,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English duck cartoon cartoon mouse cartoon duck cartoon rabbit ,Daffy Duck's Movie: Fantastic Island,80607,9.563,duck cartoon cartoon mouse cartoon duck cartoon rabbit ,1989
145931,,,,,,,,,,,,,,,,,,,English,                  English based on novel or book cadillac animal attack dam corpse rabies rabid dog rabbit hole trapped in car mad dog animal horror saint bernard dog ,Cujo,10489,28.189,based on novel or book cadillac animal attack dam corpse rabies rabid dog rabbit hole trapped in car mad dog animal horror saint bernard dog ,1990
145941,,,,Comedy,Drama,Family,Fantasy,,,,,,,,,,,,Foreign,   Comedy Drama Family Fantasy            Foreign sheriff texas chase road trip truck road movie absurdism ,Smokey and the Bandit Part 3,15120,10.655,sheriff texas chase road trip truck road movie absurdism ,1991
145950,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English greek mythology sword fight hercules roman mythology ,Hercules,26452,10.84,greek mythology sword fight hercules roman mythology ,1992
145952,,,,,,,,,Horror,,,,,,,,,,English,        Horror          English robbery detective sequel jewel thief ,Curse of the Pink Panther,36576,11.81,robbery detective sequel jewel thief ,1993
146031,,,,,,,,,,,,Romance,,,,,,,English,           Romance       English erotic movie ,Beauty in Rope Hell,185689,19.809,erotic movie ,1994
146056,,,,,,,,,Horror,,Mystery,,,,Thriller,,,,Foreign,        Horror  Mystery    Thriller    Foreign prison rape exploitation women's prison sequel sexploitation torture lesbian sex corrupt official sex ,Women's Prison Massacre,45233,17.262,prison rape exploitation women's prison sequel sexploitation torture lesbian sex corrupt official sex ,1995
146118,,,,,,,,,,,Mystery,,,,Thriller,,,,English,          Mystery    Thriller    English japan martial arts kung fu sequel sword fight ninja gang sword duel throwing star ,Revenge of the Ninja,17386,10.28,japan martial arts kung fu sequel sword fight ninja gang sword duel throwing star ,1996
146129,,,,Comedy,,,,,,,,,,,,,,,Foreign,   Comedy               Foreign suicide regret funeral morning gathering bat nostalgia south carolina friendship reunion marijuana group of friends remembrance ,The Big Chill,12560,9.459,suicide regret funeral morning gathering bat nostalgia south carolina friendship reunion marijuana group of friends remembrance ,1997
146231,Action,Documentary,,,,,,,,,,,,,,,,,English,,Eddie and the Cruisers,21721,10.338,,1998
146318,,,,,,,,,,,Mystery,,,,,,,,Foreign,"          Mystery        Foreign madrid, spain nun drug addiction drugs monastery catholic church ",Dark Habits,8220,9.749,"madrid, spain nun drug addiction drugs monastery catholic church ",1999
146349,,,,,Drama,,,,,,,,,,Thriller,,,,Foreign,    Drama          Thriller    Foreign wolf narration inuit husky wilderness alone arctic polar circle region alaska snow based on memoir or autobiography dog sled biologist 1940s wolves frozen tundra caribou ,Never Cry Wolf,14280,9.233,wolf narration inuit husky wilderness alone arctic polar circle region alaska snow based on memoir or autobiography dog sled biologist 1940s wolves frozen tundra caribou ,2000
146350,,,,,,,,,,,,,,,Thriller,,,,Foreign,              Thriller    Foreign video game spy bahamas stealing scuba diving scuba british secret service ,Never Say Never Again,36670,20.151,video game spy bahamas stealing scuba diving scuba british secret service ,2001
146408,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English cia fight summer residence kgb arrow tv reporter family meeting ,The Osterman Weekend,12239,9.572,cia fight summer residence kgb arrow tv reporter family meeting ,2002
146437,,,,,,,,,,,,,,,,,,,English,                  English cartoon ghost charles dickens christmas ,Mickey's Christmas Carol,14813,23.672,cartoon ghost charles dickens christmas ,2003
146438,,,,,Drama,,,,,,,,,,Thriller,,,,English,    Drama          Thriller    English sexual obsession jealousy husband wife relationship infidelity obsession fascism key diary perversion sexploitation photograph older man younger woman relationship lust desire extramarital affair obsessive love cuckold exhibitionism erotic movie ,The Key,28468,31.093,sexual obsession jealousy husband wife relationship infidelity obsession fascism key diary perversion sexploitation photograph older man younger woman relationship lust desire extramarital affair obsessive love cuckold exhibitionism erotic movie ,2004
146442,,,,,Drama,,Fantasy,,,,Mystery,Romance,,,,,,,English,"    Drama  Fantasy    Mystery Romance       English street gang pool billiards gang thug tulsa, oklahoma brother brother relationship based on young adult novel ",Rumble Fish,232,11.797,"street gang pool billiards gang thug tulsa, oklahoma brother brother relationship based on young adult novel ",2005
146443,,,,,,,,,,Music,,,,,,,,,Foreign,         Music         Foreign based on novel or book nasa answering machine cold war pilot u.s. air force space travel politics historical figure epic flight astronaut space race test pilot 1940s 1950s 1960s sound barrier space program ,The Right Stuff,9549,12.294,based on novel or book nasa answering machine cold war pilot u.s. air force space travel politics historical figure epic flight astronaut space race test pilot 1940s 1950s 1960s sound barrier space program ,2006
146454,,,,,,,,,,,,,,,,,,Animation,English,                 Animation English husband wife relationship 1970s revolution war photographer war correspondent nicaragua ,Under Fire,12503,10.527,husband wife relationship 1970s revolution war photographer war correspondent nicaragua ,2007
146455,Action,,,Comedy,,,,,,,,,,,,,,,Foreign,Action   Comedy               Foreign coma sheriff based on novel or book sacrifice flashback premonition vision doctor car accident series of murders psychic dark hero gothic madness ,The Dead Zone,11336,10.543,coma sheriff based on novel or book sacrifice flashback premonition vision doctor car accident series of murders psychic dark hero gothic madness ,2008
146456,,Documentary,,,,,,,,,,,,,,,,,Foreign, Documentary                 Foreign american football classroom saxophone cheerleader college ambition affection friendship sports high school marching band coach locker room drinking steel worker pep rally athletic scholarship ,All the Right Moves,18172,13.647,american football classroom saxophone cheerleader college ambition affection friendship sports high school marching band coach locker room drinking steel worker pep rally athletic scholarship ,2009
146487,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign paris, france drug dealer revenge police officer drug lord ",The Outsider,12504,12.472,"paris, france drug dealer revenge police officer drug lord ",2010
146648,,,,,,,,,,,,,,,,,,,Foreign,                  Foreign dancing date narration music video zombie werewolf graveyard ,Michael Jackson's Thriller,92060,9.861,dancing date narration music video zombie werewolf graveyard ,2011
146670,,,,,Drama,,,,,,,,,,Thriller,,,,English,    Drama          Thriller    English studies disguise unhappiness boys' school woman director ,Yentl,10269,11.41,studies disguise unhappiness boys' school woman director ,2012
146671,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English holiday nostalgia snow young boy chinese restaurant tongue bb gun christmas tree dealer mall santa christmas 1940s ,A Christmas Story,850,10.921,holiday nostalgia snow young boy chinese restaurant tongue bb gun christmas tree dealer mall santa christmas 1940s ,2013
146674,,,,,Drama,,,,,,,Romance,,,,,,,Foreign,    Drama       Romance       Foreign haunted house ,Amityville 3-D,27214,10.466,haunted house ,2014
146685,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign nuclear war cold war kansas, usa disaster ",The Day After,7012,13.228,"nuclear war cold war kansas, usa disaster ",2015
146700,,,,,,,,,,,,Romance,,,Thriller,,,,English,           Romance   Thriller    English france parent child relationship lover disappearance family conflict ,The ComDads,10484,10.968,france parent child relationship lover disappearance family conflict ,2016
146705,Action,,,Comedy,,,,,,,,,,,,,,,Foreign,,Sexo contra sexo,673900,23.054,,2017
146726,,,,,,,,,,,,,,,,,,,Foreign,"                  Foreign yakuza passport aspiring singer tokyo, japan prostitution american embassy ",Girls of the White Orchid,98880,9.102,"yakuza passport aspiring singer tokyo, japan prostitution american embassy ",2018
146766,,,,,,,,,,,,,,,Thriller,,,,English,"              Thriller    English sibling relationship miami, florida corruption loss of loved one cuba prohibition era cocaine gangster rise and fall remake drug cartel mafia drug lord bitterness rise to power miami beach cuban refugees drug war ",Scarface,111,62.171,"sibling relationship miami, florida corruption loss of loved one cuba prohibition era cocaine gangster rise and fall remake drug cartel mafia drug lord bitterness rise to power miami beach cuban refugees drug war ",2019
146770,,,,Comedy,,,,,,,,,,,,,,Animation,Foreign,   Comedy              Animation Foreign bondage kidnapping sexploitation pink film erotic movie ,Beauty Rope Cosmetology,185708,9.808,bondage kidnapping sexploitation pink film erotic movie ,2020
146801,Action,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,Action   Comedy Drama              Foreign heart chase revitalization dirty harry ,Sudden Impact,10650,15.228,heart chase revitalization dirty harry ,2021
146841,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English plutonium radiation oklahoma research nuclear power plant idealism idealist fighting the system ,Silkwood,12502,9.612,plutonium radiation oklahoma research nuclear power plant idealism idealist fighting the system ,2022
146846,,,,,,,,,,,,,,,,,,Animation,English,"                 Animation English based on novel or book cold war kgb municipal park politician government conspiracy moscow, russia ",Gorky Park,8289,12.062,"based on novel or book cold war kgb municipal park politician government conspiracy moscow, russia ",2023
146853,,,,,Drama,,,,,,,,,,,,,,Foreign,    Drama              Foreign vietnam veteran post traumatic stress disorder loss of loved one war veteran fight vietnam vietnam war laos based on true story heroism ,Uncommon Valor,9967,12.331,vietnam veteran post traumatic stress disorder loss of loved one war veteran fight vietnam vietnam war laos based on true story heroism ,2024
146854,,,,,,,,,Horror,,,,,,,,,,English,        Horror          English world war ii remake parody polish stereotype ,To Be or Not to Be,22998,12.203,world war ii remake parody polish stereotype ,2025
146856,,,,,,,,,,,,,Science Fiction,,,,,,English,            Science Fiction      English ss (nazi schutzstaffel) nazi electronic music score demon ,The Keep,26198,10.275,ss (nazi schutzstaffel) nazi electronic music score demon ,2026
146890,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English sea martial arts coast guard british empire police smuggling (contraband) hong kong pirate 19th century ,Project A,21519,18.951,sea martial arts coast guard british empire police smuggling (contraband) hong kong pirate 19th century ,2027
146905,,Documentary,,,,,,,,,,,,,,,,,English, Documentary                 English pink film ,Final Scandal: Madam Likes It Hard,428156,9.303,pink film ,2028
146960,Action,,,,Drama,,,,,,,,,,,,,,Foreign,Action    Drama              Foreign robbery beach bank hostage kidnapping chase bicycle australia bmx cementery cycling ,BMX Bandits,17381,11.067,robbery beach bank hostage kidnapping chase bicycle australia bmx cementery cycling ,2029
147041,,,,,,,Fantasy,,,,Mystery,,,,,,,,English,      Fantasy    Mystery        English kung fu legend biography tribute ,Bruce Lee: The Legend,44645,21.775,kung fu legend biography tribute ,2030
147374,,,,Comedy,Drama,,,,,,,,,,,,,,Foreign,,Love Scenes,165629,25.61,,2031
147927,,,,,,,Fantasy,,Horror,,,,,TV Movie,,,,,English,      Fantasy  Horror     TV Movie     English dancing rap music hip-hop breakdance breakdancing ,Breakin',15259,13.808,dancing rap music hip-hop breakdance breakdancing ,2032
148027,,,,,Drama,,,,,,,,,,,,,,Foreign,"    Drama              Foreign based on novel or book romantic comedy loneliness manhattan, new york city ",The Lonely Guy,27171,12.61,"based on novel or book romantic comedy loneliness manhattan, new york city ",2033
148156,,,,,,,,,,,,,,,,,,,English,                  English cult film butterfly beefcake amazon tribe ,Gwendoline,19400,10.008,cult film butterfly beefcake amazon tribe ,2034
148174,,,,,,,,,,,,,,,,,,,English,                  English anime ,Urusei Yatsura: Beautiful Dreamer,43967,10.859,anime ,2035
148198,,,,Comedy,,,,,,,,Romance,,,,,,,English,   Comedy        Romance       English softcore erotic movie ,Emmanuelle 4,40978,11.905,softcore erotic movie ,2036
148220,,,,,Drama,Family,Fantasy,,,,,,,,,,,,Foreign,,The 8 Diagram Pole Fighter,32520,11.402,,2037
148223,,,,,,,,,,,,,,,,,,,English,                  English dancing dancer dance dance teacher father daughter relationship ,Footloose,1788,13.341,dancing dancer dance dance teacher father daughter relationship ,2038
148224,,,,,,,,,,,,,,,,,,,English,                  English infidelity rio de janeiro seduction older man younger woman relationship summer vacation sexual awakening sex comedy underage sex ,Blame It on Rio,14347,10.119,infidelity rio de janeiro seduction older man younger woman relationship summer vacation sexual awakening sex comedy underage sex ,2039
148249,,,,Comedy,,,,,,,,,,,,,,,Foreign,"   Comedy               Foreign punk rock police ufo radioactivity surrealism conspiracy los angeles, california scientist cult film repossession 1980s ",Repo Man,13820,9.776,"punk rock police ufo radioactivity surrealism conspiracy los angeles, california scientist cult film repossession 1980s ",2040
148379,,,,,,,,,,,,,Science Fiction,,,,,,English,"            Science Fiction      English bomb prostitute rape hotel based on novel or book terrorist fight satire stuffed animal vienna, austria ",The Hotel New Hampshire,11308,12.785,"bomb prostitute rape hotel based on novel or book terrorist fight satire stuffed animal vienna, austria ",2041
